Pid Tid Torder Res Dcls Did Bname Time htime Correct Ans Key ec1 ec2 ec3 ec4 ec5 ec6 ec7 stereo
4 1 20 3 3 3 CC 11.15 0.97 1 2 2 0.202508 0.376490 49 0.173982 33 0.008472 0.004143 2
4 1 21 1 2 2 CG 13.25 1.24 0 2 1 0.000922 0.200403 53 0.199481 97 0.005201 0.005494 2
4 1 22 4 2 4 IFO 8.35 1.13 1 3 3 0.110085 0.212555 38 0.322640 42 0.005395 0.009325 2
4 1 23 2 2 1 CST 9.04 1.42 1 3 3 0.058659 0.196300 83 0.254960 25 0.004994 0.004286 2
4 1 24 5 2 3 CC 5.87 1.49 1 3 3 0.103526 0.332004 31 0.435530 47 0.016918 0.022996 2
4 1 25 3 2 5 ILF 5.73 1.38 1 2 2 0.144626 0.398147 69 0.253521 110 0.018295 0.007095 2
4 1 26 1 2 1 CST 5.77 1.14 0 3 2 0.131271 0.345843 18 0.214572 31 0.004190 0.014201 2
4 1 27 4 2 4 IFO 7.84 1.58 1 3 3 0.124771 0.210484 46 0.335255 47 0.006750 0.011909 2
4 1 28 2 2 2 CG 6.49 1.77 1 2 2 0.075850 0.255905 121 0.180055 62 0.011054 0.003131 2
4 1 29 5 2 3 CC 14.70 1.34 1 2 2 0.152064 0.339299 31 0.187234 16 0.009981 0.003961 2
4 1 30 3 2 5 ILF 8.92 1.65 1 2 2 0.121723 0.377593 52 0.255870 64 0.019643 0.002371 2
4 2 31 1 1 3 CC 34.38 1.70 1 3 3 22 0 0 0 0 0 0 2
4 2 32 4 1 5 ILF 26.84 1.08 1 2 2 9 0 0 0 0 0 0 2
4 2 33 2 1 4 IFO 11.37 1.08 1 2 2 17 0 0 0 0 0 0 2
4 2 34 5 1 1 CST 13.88 2.49 1 2 2 9 0 0 0 0 0 0 2
4 2 35 3 1 2 CG 6.88 1.50 1 2 2 8 0 0 0 0 0 0 2
4 2 36 1 1 1 CST 30.01 1.53 0 1 2 62 0 0 0 0 0 0 2
4 2 37 4 1 5 ILF 61.85 1.19 1 2 2 10 0 0 0 0 0 0 2
4 2 38 2 1 2 CG 8.00 1.75 1 2 2 8 0 0 0 0 0 0 2
4 2 39 5 1 4 IFO 24.26 1.24 0 2 3 4 0 0 0 0 0 0 2
4 2 40 3 1 3 CC 10.23 1.08 1 1 1 15 0 0 0 0 0 0 2
4 2 41 1 3 4 IFO 8.56 1.38 1 3 3 24 0 0 0 0 0 0 2
4 2 42 4 3 3 CC 17.85 0.98 1 3 3 8 0 0 0 0 0 0 2
4 2 43 2 3 5 ILF 15.20 2.30 1 2 2 15 0 0 0 0 0 0 2
4 2 44 5 3 2 CG 6.42 2.05 1 2 2 2 0 0 0 0 0 0 2
4 2 45 3 3 1 CST 6.99 1.60 1 3 3 22 0 0 0 0 0 0 2
4 2 46 1 3 3 CC 16.16 2.04 1 3 3 30 0 0 0 0 0 0 2
4 2 47 4 3 4 IFO 9.47 1.70 0 3 2 5 0 0 0 0 0 0 2
4 2 48 2 3 1 CST 7.14 1.30 1 2 2 40 0 0 0 0 0 0 2
4 2 49 5 3 2 CG 7.56 1.08 1 2 2 3 0 0 0 0 0 0 2
4 2 50 3 3 5 ILF 16.22 2.00 1 3 3 19 0 0 0 0 0 0 2
4 2 51 1 2 4 IFO 25.19 1.94 0 1 3 24 0 0 0 0 0 0 2
4 2 52 4 2 3 CC 11.61 1.39 0 2 3 8 0 0 0 0 0 0 2
4 2 53 2 2 1 CST 22.85 1.40 0 1 2 44 0 0 0 0 0 0 2
4 2 54 5 2 5 ILF 12.79 1.79 1 3 3 7 0 0 0 0 0 0 2
4 2 55 3 2 2 CG 9.49 1.84 1 2 2 8 0 0 0 0 0 0 2
4 2 56 1 2 4 IFO 35.24 1.13 0 2 3 12 0 0 0 0 0 0 2
4 2 57 4 2 1 CST 10.89 2.26 1 3 3 14 0 0 0 0 0 0 2
4 2 58 2 2 3 CC 9.08 1.25 1 2 2 21 0 0 0 0 0 0 2
4 2 59 5 2 5 ILF 27.89 1.47 1 3 3 9 0 0 0 0 0 0 2
4 2 60 3 2 2 CG 12.36 5.63 1 2 2 8 0 0 0 0 0 0 2
4 3 61 1 1 1 CST 21.04 2.71 1 1 1 236 0 0 0 0 0 0 2
4 3 62 4 1 2 CG 6.93 1.30 1 2 2 7 0 0 0 0 0 0 2
4 3 63 2 1 4 IFO 19.96 1.92 1 4 4 20 0 0 0 0 0 0 2
4 3 64 5 1 5 ILF 6.39 1.22 1 5 5 11 0 0 0 0 0 0 2
4 3 65 3 1 3 CC 3.74 1.62 1 3 3 29 0 0 0 0 0 0 2
4 3 66 1 1 4 IFO 25.70 1.11 1 4 4 34 0 0 0 0 0 0 2
4 3 67 4 1 5 ILF 7.54 1.50 1 5 5 18 0 0 0 0 0 0 2
4 3 68 2 1 2 CG 5.10 1.13 1 2 2 33 0 0 0 0 0 0 2
4 3 69 5 1 1 CST 7.65 1.02 1 1 1 21 0 0 0 0 0 0 2
4 3 70 3 1 3 CC 2.92 1.71 1 3 3 188 0 0 0 0 0 0 2
4 3 71 1 3 4 IFO 4.65 2.50 1 4 4 33 0 0 0 0 0 0 2
4 3 72 4 3 1 CST 3.81 1.18 1 1 1 57 0 0 0 0 0 0 2
4 3 73 2 3 2 CG 3.20 3.19 1 2 2 33 0 0 0 0 0 0 2
4 3 74 5 3 5 ILF 3.08 1.16 1 5 5 11 0 0 0 0 0 0 2
4 3 75 3 3 3 CC 3.01 1.93 1 3 3 29 0 0 0 0 0 0 2
4 3 76 1 3 5 ILF 2.64 1.03 1 5 5 38 0 0 0 0 0 0 2
4 3 77 4 3 3 CC 2.24 1.14 1 3 3 124 0 0 0 0 0 0 2
4 3 78 2 3 1 CST 3.14 1.05 1 1 1 88 0 0 0 0 0 0 2
4 3 79 5 3 2 CG 2.65 1.49 1 2 2 6 0 0 0 0 0 0 2
4 3 80 3 3 4 IFO 2.73 1.62 1 4 4 23 0 0 0 0 0 0 2
4 3 81 1 2 1 CST 4.58 1.95 1 1 1 236 0 0 0 0 0 0 2
4 3 82 4 2 3 CC 2.61 1.66 1 3 3 29 0 0 0 0 0 0 2
4 3 83 2 2 4 IFO 13.38 2.04 1 4 4 20 0 0 0 0 0 0 2
4 3 84 5 2 2 CG 2.18 1.14 1 2 2 5 0 0 0 0 0 0 2
4 3 85 3 2 5 ILF 3.32 1.03 1 5 5 23 0 0 0 0 0 0 2
4 3 86 1 2 4 IFO 6.13 1.72 1 4 4 34 0 0 0 0 0 0 2
4 3 87 4 2 5 ILF 2.76 1.21 1 5 5 18 0 0 0 0 0 0 2
4 3 88 2 2 3 CC 2.87 1.62 1 3 3 243 0 0 0 0 0 0 2
4 3 89 5 2 1 CST 3.77 1.67 1 1 1 21 0 0 0 0 0 0 2
4 3 90 3 2 2 CG 2.22 1.32 1 2 2 21 0 0 0 0 0 0 2
4 4 91 1 1 3 CC 70.89 1.27 0 0 1 575.417592 25.548270 179 0 0 0 0 2
4 4 92 4 1 4 IFO 28.49 1.38 1 1 1 28.063507 29.424623 24 0 0 0 0 2
4 4 93 2 1 1 CST 33.15 1.36 0 0 1 332.905516 17.130038 86 0 0 0 0 2
4 4 94 5 1 2 CG 10.10 1.36 0 0 1 90.290366 15.378212 14 0 0 0 0 2
4 4 95 3 1 5 ILF 5.13 1.38 0 0 1 751.851825 31.030435 73 0 0 0 0 2
4 4 96 1 1 4 IFO 31.97 1.19 1 1 1 79.296092 28.643363 108 0 0 0 0 2
4 4 97 4 1 1 CST 11.01 1.23 0 0 1 93.040062 25.123905 101 0 0 0 0 2
4 4 98 2 1 2 CG 62.29 4.46 0 0 1 159.682778 12.858325 33 0 0 0 0 2
4 4 99 5 1 5 ILF 13.52 1.21 1 1 1 107.681061 33.082050 51 0 0 0 0 2
4 4 100 3 1 3 CC 79.69 1.46 0 0 1 555.043324 22.274494 45 0 0 0 0 2
4 4 101 1 3 2 CG 4.03 1.38 0 0 1 67.015784 15.378211 13 0 0 0 0 2
4 4 102 4 3 1 CST 7.97 0.62 1 1 1 81.674841 17.130038 26 0 0 0 0 2
4 4 103 2 3 4 IFO 3.57 0.99 1 1 1 53.846049 29.424624 17 0 0 0 0 2
4 4 104 5 3 5 ILF 3.67 0.95 1 1 1 161.182204 31.030433 10 0 0 0 0 2
4 4 105 3 3 3 CC 5.24 1.42 0 0 1 480.171022 25.548269 17 0 0 0 0 2
4 4 106 1 3 2 CG 3.92 1.09 0 0 1 79.722629 12.858323 24 0 0 0 0 2
4 4 107 4 3 5 ILF 2.93 1.15 1 1 1 127.218158 33.082050 14 0 0 0 0 2
4 4 108 2 3 3 CC 11.85 1.17 0 0 1 288.863429 22.274494 61 0 0 0 0 2
4 4 109 5 3 1 CST 4.28 0.95 0 0 1 83.08435 25.123905 18 0 0 0 0 2
4 4 110 3 3 4 IFO 3.27 0.92 1 1 1 94.029849 28.643362 31 0 0 0 0 2
4 4 111 1 2 5 ILF 5.19 1.25 0 0 1 766.694706 31.030435 71 0 0 0 0 2
4 4 112 4 2 4 IFO 25.60 1.12 1 1 1 64.301023 29.424623 24 0 0 0 0 2
4 4 113 2 2 3 CC 30.93 1.08 0 0 1 652.297042 25.548268 94 0 0 0 0 2
4 4 114 5 2 2 CG 79.96 0.60 0 0 1 94.443108 15.378211 8 0 0 0 0 2
4 4 115 3 2 1 CST 10.40 1.13 0 0 1 72.455759 17.130037 40 0 0 0 0 2
4 4 116 1 2 5 ILF 6.49 1.32 0 0 1 626.048827 33.082050 96 0 0 0 0 2
4 4 117 4 2 1 CST 15.68 1.34 1 1 1 88.587494 25.123904 92 0 0 0 0 2
4 4 118 2 2 4 IFO 44.31 1.18 1 1 1 82.378481 28.643363 74 0 0 0 0 2
4 4 119 5 2 2 CG 34.19 1.44 0 0 1 337.82505 12.858325 7 0 0 0 0 2
4 4 120 3 2 3 CC 22.82 0.72 0 0 1 406.659185 22.274493 45 0 0 0 0 2
4 5 121 1 1 3 CC 24.27 1.46 1 1 1 137 69 0 0 0 0 0 2
4 5 122 4 1 2 CG 6.51 1.86 1 1 1 11 4 0 0 0 0 0 2
4 5 123 2 1 5 ILF 19.15 1.16 0 2 1 30 14 0 0 0 0 0 2
4 5 124 5 1 4 IFO 4.39 1.66 1 1 1 9 4 0 0 0 0 0 2
4 5 125 3 1 1 CST 7.36 1.16 1 2 2 26 13 0 0 0 0 0 2
4 5 126 1 1 3 CC 6.52 1.82 1 1 1 86 43 0 0 0 0 0 2
4 5 127 4 1 4 IFO 4.48 1.04 1 2 2 13 5 0 0 0 0 0 2
4 5 128 2 1 2 CG 6.45 1.70 1 1 1 10 5 0 0 0 0 0 2
4 5 129 5 1 5 ILF 4.15 1.08 1 2 2 14 6 0 0 0 0 0 2
4 5 130 3 1 1 CST 7.67 1.35 1 1 1 38 19 0 0 0 0 0 2
4 5 131 1 3 4 IFO 3.98 1.38 1 1 1 25 12 0 0 0 0 0 2
4 5 132 4 3 1 CST 20.57 1.94 1 1 1 27 14 0 0 0 0 0 2
4 5 133 2 3 3 CC 7.90 1.40 1 1 1 32 16 0 0 0 0 0 2
4 5 134 5 3 5 ILF 3.77 1.43 1 1 1 12 6 0 0 0 0 0 2
4 5 135 3 3 2 CG 2.61 1.18 1 2 2 13 6 0 0 0 0 0 2
4 5 136 1 3 5 ILF 3.97 1.36 1 1 1 32 15 0 0 0 0 0 2
4 5 137 4 3 4 IFO 3.22 1.46 1 2 2 13 6 0 0 0 0 0 2
4 5 138 2 3 2 CG 5.85 1.14 1 1 1 10 5 0 0 0 0 0 2
4 5 139 5 3 3 CC 2.77 1.41 1 2 2 18 9 0 0 0 0 0 2
4 5 140 3 3 1 CST 3.97 1.03 1 1 1 34 17 0 0 0 0 0 2
4 5 141 1 2 3 CC 11.37 1.86 1 1 1 137 69 0 0 0 0 0 2
4 5 142 4 2 1 CST 27.56 10.75 0 2 1 30 15 0 0 0 0 0 2
4 5 143 2 2 5 ILF 12.50 1.63 1 1 1 30 14 0 0 0 0 0 2
4 5 144 5 2 2 CG 3.23 1.33 1 1 1 7 3 0 0 0 0 0 2
4 5 145 3 2 4 IFO 4.67 1.16 1 2 2 17 7 0 0 0 0 0 2
4 5 146 1 2 3 CC 5.12 1.15 1 1 1 86 43 0 0 0 0 0 2
4 5 147 4 2 2 CG 3.44 1.22 1 2 2 6 3 0 0 0 0 0 2
4 5 148 2 2 1 CST 41.71 38.89 1 1 1 38 19 0 0 0 0 0 2
4 5 149 5 2 5 ILF 4.08 1.54 1 2 2 14 6 0 0 0 0 0 2
4 5 150 3 2 4 IFO 6.83 1.33 1 1 1 15 7 0 0 0 0 0 2
4 6 151 1 1 4 IFO 9.24 2.39 1 2 2 1 4 0 0 0 0 0 2
4 6 152 4 1 1 CST 7.14 1.77 0 1 2 4 3 0 0 0 0 0 2
4 6 153 2 1 5 ILF 6.75 1.66 0 1 2 2 1 0 0 0 0 0 2
4 6 154 5 1 2 CG 7.66 2.55 1 2 2 5 3 0 0 0 0 0 2
4 6 155 3 1 3 CC 11.02 1.92 1 2 2 3 4 0 0 0 0 0 2
4 6 156 1 1 4 IFO 8.32 1.79 1 1 1 1 1 0 0 0 0 0 2
4 6 157 4 1 3 CC 4.71 4.71 1 2 2 4 2 0 0 0 0 0 2
4 6 158 2 1 1 CST 6.56 2.66 1 2 2 2 5 0 0 0 0 0 2
4 6 159 5 1 2 CG 5.92 1.62 1 2 2 5 3 0 0 0 0 0 2
4 6 160 3 1 5 ILF 6.71 2.34 1 2 2 3 5 0 0 0 0 0 2
4 6 161 1 3 3 CC 5.78 2.31 1 1 1 1 1 0 0 0 0 0 2
4 6 162 4 3 5 ILF 12.64 1.82 0 1 2 4 5 0 0 0 0 0 2
4 6 163 2 3 2 CG 4.41 1.71 1 2 2 2 3 0 0 0 0 0 2
4 6 164 5 3 1 CST 7.05 2.10 1 1 1 5 5 0 0 0 0 0 2
4 6 165 3 3 4 IFO 6.02 3.00 1 1 1 3 3 0 0 0 0 0 2
4 6 166 1 3 2 CG 19.26 2.63 1 2 2 1 2 0 0 0 0 0 2
4 6 167 4 3 1 CST 3.53 1.77 1 2 2 4 5 0 0 0 0 0 2
4 6 168 2 3 3 CC 7.46 1.62 0 1 2 2 1 0 0 0 0 0 2
4 6 169 5 3 5 ILF 5.74 2.55 1 2 2 5 1 0 0 0 0 0 2
4 6 170 3 3 4 IFO 6.75 3.90 1 1 1 3 3 0 0 0 0 0 2
4 6 171 1 2 5 ILF 6.82 2.41 1 2 2 1 5 0 0 0 0 0 2
4 6 172 4 2 3 CC 3.93 2.35 1 2 2 4 2 0 0 0 0 0 2
4 6 173 2 2 2 CG 7.23 1.86 1 1 1 2 2 0 0 0 0 0 2
4 6 174 5 2 1 CST 3.33 3.33 1 2 2 5 1 0 0 0 0 0 2
4 6 175 3 2 4 IFO 7.64 2.52 1 2 2 3 4 0 0 0 0 0 2
4 6 176 1 2 1 CST 4.02 1.98 1 2 2 1 5 0 0 0 0 0 2
4 6 177 4 2 5 ILF 9.26 1.66 0 1 2 4 3 0 0 0 0 0 2
4 6 178 2 2 4 IFO 9.75 1.68 1 1 1 2 2 0 0 0 0 0 2
4 6 179 5 2 2 CG 6.30 2.23 1 1 1 5 5 0 0 0 0 0 2
4 6 180 3 2 3 CC 23.77 1.77 1 2 2 3 2 0 0 0 0 0 2
5 1 1 3 1 4 IFO 32.07 2.07 1 3 3 0.104282 0.205176 64 0.309458 67 0.004429 0.010457 2
5 1 2 2 1 1 CST 37.04 2.88 0 2 3 0.034802 0.189707 105 0.224510 288 0.004141 0.004376 2
5 1 3 1 1 2 CG 28.33 1.38 0 2 1 0.000173 0.200168 52 0.199995 93 0.005188 0.005497 2
5 1 4 4 1 5 ILF 13.10 3.71 1 2 2 0.135138 0.382347 39 0.247209 69 0.017320 0.005977 2
5 1 5 5 1 3 CC 8.36 2.00 1 3 3 0.104021 0.332082 31 0.436104 47 0.016935 0.023052 2
5 1 6 3 1 1 CST 29.28 2.56 1 2 2 0.062302 0.258226 55 0.195924 15 0.009736 0.006668 2
5 1 7 2 1 5 ILF 17.61 1.56 1 2 2 0.108200 0.368033 68 0.259833 92 0.020689 0.003282 2
5 1 8 1 1 2 CG 11.20 2.93 1 2 2 0.056719 0.247650 155 0.190931 105 0.011519 0.004733 2
5 1 9 4 1 3 CC 11.08 1.55 1 2 2 0.168365 0.352858 55 0.184493 27 0.008989 0.003401 2
5 1 10 5 1 4 IFO 8.42 1.28 1 3 3 0.074520 0.241066 20 0.315585 34 0.007228 0.009236 2
5 1 11 3 3 3 CC 14.42 1.83 1 3 3 0.019670 0.360222 56 0.379892 82 0.012242 0.022823 2
5 1 12 2 3 4 IFO 16.18 1.50 0 1 3 0.059291 0.203579 38 0.262870 15 0.002563 0.008441 2
5 1 13 1 3 1 CST 22.41 2.46 1 3 3 0.066095 0.178624 74 0.244718 98 0.003387 0.005087 2
5 1 14 4 3 5 ILF 10.65 1.38 1 2 2 0.174568 0.468940 10 0.294372 14 0.010528 0.002093 2
5 1 15 5 3 2 CG 23.67 1.40 1 2 2 0.060391 0.208729 3 0.148337 1 0.002215 0.000277 2
5 1 16 3 3 5 ILF 6.15 1.75 1 2 2 0.206989 0.481930 14 0.274942 25 0.014262 0.000881 2
5 1 17 2 3 4 IFO 29.35 2.50 1 3 3 0.032155 0.234408 20 0.266563 15 0.005980 0.007915 2
5 1 18 1 3 3 CC 15.99 2.27 1 2 2 0.189959 0.377030 84 0.187071 47 0.007876 0.005065 2
5 1 19 4 3 1 CST 15.54 1.89 1 2 2 0.102344 0.361477 16 0.259134 13 0.006108 0.011681 2
5 1 20 5 3 2 CG 17.92 1.66 1 2 2 0.115463 0.264165 4 0.148703 2 0.007459 0.000387 2
5 1 21 3 2 4 IFO 12.88 1.84 1 3 3 0.113814 0.205176 64 0.318990 60 0.004429 0.009749 2
5 1 22 2 2 5 ILF 10.70 1.56 1 2 2 0.129267 0.377195 103 0.247928 165 0.020544 0.007029 2
5 1 23 1 2 1 CST 27.21 1.62 1 3 3 0.041798 0.198220 178 0.240018 42 0.004948 0.004738 2
5 1 24 4 2 2 CG 16.33 1.73 1 2 2 0.013731 0.226572 33 0.212841 36 0.007926 0.005011 2
5 1 25 5 2 3 CC 8.23 1.51 1 3 3 0.103526 0.332004 31 0.435530 47 0.016918 0.022996 2
5 1 26 3 2 2 CG 13.15 2.50 1 2 2 0.051473 0.256576 75 0.205104 49 0.013524 0.005836 2
5 1 27 2 2 1 CST 12.92 2.50 1 2 2 0.219809 0.383059 6 0.163250 12 0.002479 0.004767 2
5 1 28 1 2 4 IFO 21.94 1.69 1 3 3 0.107882 0.209917 139 0.317798 134 0.007738 0.010823 2
5 1 29 4 2 5 ILF 18.30 2.13 1 2 2 0.126116 0.385434 31 0.259318 43 0.016416 0.002922 2
5 1 30 5 2 3 CC 10.04 2.28 1 2 2 0.152064 0.339299 31 0.187234 16 0.009981 0.003961 2
5 2 31 3 1 2 CG 19.00 2.66 1 2 2 8 0 0 0 0 0 0 2
5 2 32 2 1 5 ILF 57.35 2.13 1 2 2 15 0 0 0 0 0 0 2
5 2 33 1 1 1 CST 127.17 2.45 0 3 2 72 0 0 0 0 0 0 2
5 2 34 4 1 4 IFO 39.29 1.09 1 2 2 12 0 0 0 0 0 0 2
5 2 35 5 1 3 CC 40.26 2.13 0 3 1 10 0 0 0 0 0 0 2
5 2 36 3 1 3 CC 46.78 2.93 1 1 1 15 0 0 0 0 0 0 2
5 2 37 2 1 1 CST 29.64 1.63 1 2 2 40 0 0 0 0 0 0 2
5 2 38 1 1 4 IFO 33.22 2.87 0 1 3 12 0 0 0 0 0 0 2
5 2 39 4 1 2 CG 31.42 2.42 1 1 1 5 0 0 0 0 0 0 2
5 2 40 5 1 5 ILF 43.67 2.54 0 2 3 9 0 0 0 0 0 0 2
5 2 41 3 3 1 CST 16.99 2.33 1 3 3 22 0 0 0 0 0 0 2
5 2 42 2 3 5 ILF 12.81 2.40 1 2 2 15 0 0 0 0 0 0 2
5 2 43 1 3 3 CC 55.77 2.88 1 3 3 22 0 0 0 0 0 0 2
5 2 44 4 3 2 CG 15.33 1.80 1 1 1 4 0 0 0 0 0 0 2
5 2 45 5 3 4 IFO 11.64 1.85 1 3 3 7 0 0 0 0 0 0 2
5 2 46 3 3 5 ILF 18.23 1.19 1 3 3 19 0 0 0 0 0 0 2
5 2 47 2 3 2 CG 33.49 2.46 0 3 2 8 0 0 0 0 0 0 2
5 2 48 1 3 1 CST 9.37 3.00 1 2 2 62 0 0 0 0 0 0 2
5 2 49 4 3 3 CC 7.21 2.34 1 3 3 12 0 0 0 0 0 0 2
5 2 50 5 3 4 IFO 7.49 2.18 1 3 3 4 0 0 0 0 0 0 2
5 2 51 3 2 2 CG 15.89 3.18 1 2 2 8 0 0 0 0 0 0 2
5 2 52 2 2 5 ILF 39.81 1.10 1 2 2 15 0 0 0 0 0 0 2
5 2 53 1 2 4 IFO 32.52 1.86 0 1 3 24 0 0 0 0 0 0 2
5 2 54 4 2 1 CST 25.78 2.40 1 3 3 13 0 0 0 0 0 0 2
5 2 55 5 2 3 CC 58.08 9.07 1 1 1 10 0 0 0 0 0 0 2
5 2 56 3 2 2 CG 37.05 2.19 0 3 2 8 0 0 0 0 0 0 2
5 2 57 2 2 3 CC 28.49 3.14 0 3 2 21 0 0 0 0 0 0 2
5 2 58 1 2 4 IFO 27.57 1.27 0 1 3 12 0 0 0 0 0 0 2
5 2 59 4 2 5 ILF 25.23 1.49 0 3 2 10 0 0 0 0 0 0 2
5 2 60 5 2 1 CST 11.35 2.88 1 2 2 9 0 0 0 0 0 0 2
5 3 61 3 1 1 CST 28.78 2.11 1 1 1 94 0 0 0 0 0 0 2
5 3 62 2 1 4 IFO 82.33 2.28 1 4 4 20 0 0 0 0 0 0 2
5 3 63 1 1 5 ILF 11.83 3.54 1 5 5 31 0 0 0 0 0 0 2
5 3 64 4 1 2 CG 7.89 3.30 1 2 2 7 0 0 0 0 0 0 2
5 3 65 5 1 3 CC 5.67 3.62 1 3 3 19 0 0 0 0 0 0 2
5 3 66 3 1 2 CG 18.73 2.69 1 2 2 21 0 0 0 0 0 0 2
5 3 67 2 1 3 CC 3.99 3.98 1 3 3 243 0 0 0 0 0 0 2
5 3 68 1 1 4 IFO 50.09 2.33 1 4 4 34 0 0 0 0 0 0 2
5 3 69 4 1 5 ILF 21.28 3.56 1 5 5 18 0 0 0 0 0 0 2
5 3 70 5 1 1 CST 21.22 1.23 1 1 1 21 0 0 0 0 0 0 2
5 3 71 3 3 4 IFO 6.47 6.47 1 4 4 23 0 0 0 0 0 0 2
5 3 72 2 3 2 CG 3.76 3.74 1 2 2 33 0 0 0 0 0 0 2
5 3 73 1 3 3 CC 7.88 7.85 1 3 3 60 0 0 0 0 0 0 2
5 3 74 4 3 1 CST 20.75 1.86 1 1 1 57 0 0 0 0 0 0 2
5 3 75 5 3 5 ILF 4.83 1.57 1 5 5 11 0 0 0 0 0 0 2
5 3 76 3 3 3 CC 3.89 3.73 1 3 3 186 0 0 0 0 0 0 2
5 3 77 2 3 5 ILF 12.37 1.55 1 5 5 34 0 0 0 0 0 0 2
5 3 78 1 3 1 CST 4.47 1.73 1 1 1 117 0 0 0 0 0 0 2
5 3 79 4 3 2 CG 4.85 2.62 1 2 2 9 0 0 0 0 0 0 2
5 3 80 5 3 4 IFO 9.64 7.18 1 4 4 11 0 0 0 0 0 0 2
5 3 81 3 2 4 IFO 29.80 3.20 0 1 4 19 0 0 0 0 0 0 2
5 3 82 2 2 2 CG 4.31 2.38 1 2 2 33 0 0 0 0 0 0 2
5 3 83 1 2 5 ILF 18.65 2.29 1 5 5 31 0 0 0 0 0 0 2
5 3 84 4 2 1 CST 14.39 5.70 0 4 1 57 0 0 0 0 0 0 2
5 3 85 5 2 3 CC 3.04 1.70 1 3 3 19 0 0 0 0 0 0 2
5 3 86 3 2 3 CC 2.59 1.38 1 3 3 188 0 0 0 0 0 0 2
5 3 87 2 2 1 CST 11.73 5.29 0 4 1 97 0 0 0 0 0 0 2
5 3 88 1 2 5 ILF 5.80 2.97 1 5 5 38 0 0 0 0 0 0 2
5 3 89 4 2 4 IFO 5.77 5.62 0 1 4 18 0 0 0 0 0 0 2
5 3 90 5 2 2 CG 3.30 3.14 1 2 2 6 0 0 0 0 0 0 2
5 4 91 3 1 4 IFO 50.93 1.65 0 0 1 230.048171 29.424623 25 0 0 0 0 2
5 4 92 2 1 1 CST 38.09 1.25 0 0 1 298.024034 17.130038 86 0 0 0 0 2
5 4 93 1 1 2 CG 61.95 1.92 0 0 1 307.543638 15.378211 118 0 0 0 0 2
5 4 94 4 1 3 CC 46.89 0.90 0 0 1 606.94649 25.548267 50 0 0 0 0 2
5 4 95 5 1 5 ILF 66.10 2.68 0 0 1 458.400667 31.030435 44 0 0 0 0 2
5 4 96 3 1 5 ILF 17.04 1.92 0 0 1 312.963564 33.082050 147 0 0 0 0 2
5 4 97 2 1 1 CST 25.79 1.54 0 0 1 189.821644 25.123904 211 0 0 0 0 2
5 4 98 1 1 2 CG 33.10 1.47 0 0 1 375.993358 12.858324 66 0 0 0 0 2
5 4 99 4 1 3 CC 20.78 1.42 0 0 1 203.825952 22.274493 27 0 0 0 0 2
5 4 100 5 1 4 IFO 19.99 1.26 0 0 1 146.701537 28.643363 26 0 0 0 0 2
5 4 101 3 3 4 IFO 7.60 1.64 0 0 1 63.577921 29.424623 13 0 0 0 0 2
5 4 102 2 3 5 ILF 5.76 0.90 0 0 1 182.746737 31.030433 26 0 0 0 0 2
5 4 103 1 3 3 CC 28.37 0.95 0 0 1 498.17526 25.548269 25 0 0 0 0 2
5 4 104 4 3 1 CST 13.87 1.70 0 0 1 73.282948 17.130038 26 0 0 0 0 2
5 4 105 5 3 2 CG 3.64 1.20 0 0 1 77.328493 15.378211 4 0 0 0 0 2
5 4 106 3 3 2 CG 3.52 1.19 0 0 1 97.81024 12.858325 8 0 0 0 0 2
5 4 107 2 3 4 IFO 4.06 1.42 1 1 1 100.619664 28.643362 38 0 0 0 0 2
5 4 108 1 3 1 CST 4.08 1.50 0 0 1 87.200937 25.123904 185 0 0 0 0 2
5 4 109 4 3 5 ILF 4.11 1.50 1 1 1 82.761624 33.082050 14 0 0 0 0 2
5 4 110 5 3 3 CC 18.82 1.28 0 0 1 383.655529 22.274492 19 0 0 0 0 2
5 4 111 3 2 2 CG 35.74 1.52 0 0 1 424.858647 15.378211 19 0 0 0 0 2
5 4 112 2 2 5 ILF 5.16 1.39 0 0 1 722.435913 31.030435 94 0 0 0 0 2
5 4 113 1 2 3 CC 9.19 1.26 0 0 1 664.762718 25.548268 140 0 0 0 0 2
5 4 114 4 2 4 IFO 14.01 1.30 0 0 1 85.486168 29.424623 24 0 0 0 0 2
5 4 115 5 2 1 CST 24.11 1.25 0 0 1 262.877359 17.130037 23 0 0 0 0 2
5 4 116 3 2 1 CST 25.33 2.07 0 0 1 262.988615 25.123904 148 0 0 0 0 2
5 4 117 2 2 3 CC 14.38 1.79 0 0 1 65.829106 22.274493 67 0 0 0 0 2
5 4 118 1 2 5 ILF 33.26 0.90 1 1 1 105.571692 33.082050 96 0 0 0 0 2
5 4 119 4 2 2 CG 39.19 1.68 0 0 1 182.628024 12.858325 18 0 0 0 0 2
5 4 120 5 2 4 IFO 14.83 0.98 0 0 1 293.449378 28.643363 26 0 0 0 0 2
5 5 121 3 1 4 IFO 14.66 1.71 0 1 2 17 7 0 0 0 0 0 2
5 5 122 2 1 5 ILF 12.13 2.09 1 2 2 30 14 0 0 0 0 0 2
5 5 123 1 1 2 CG 27.31 4.01 1 2 2 41 20 0 0 0 0 0 2
5 5 124 4 1 3 CC 19.44 1.17 1 2 2 37 19 0 0 0 0 0 2
